"","Author","Study_Ref","Study_DOI","Exposure","Outcome","Instrument","Reported_Measure","Coeff_G_X","Coeff_G_X_SE","Coeff_G_Y","Coeff_G_Y_SE"
"2760","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2267373","OR",0.021564,0.00202145,0.03,0.0487
"2761","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2276853","OR",0.011126,0.00202312,0.1319,0.0491
"2762","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2277083","OR",-0.0153,0.00199606,-0.055,0.0479
"2763","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2278426","OR",-0.04168,0.00539441,0.0238,0.0981
"2764","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2288004","OR",-0.01503,0.00204495,-0.0218,0.0491
"2765","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2302104","OR",-0.01432,0.00238202,0.046,0.0544
"2766","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2302364","OR",0.015642,0.00265758,0.0375,0.07
"2767","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2382825","OR",-0.01348,0.00204919,-0.0454,0.054
"2768","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2407278","OR",-0.03394,0.00581961,0.107,0.1084
"2769","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2420477","OR",-0.01125,0.00200934,-0.0567,0.0484
"2770","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2425757","OR",0.011933,0.00217069,-0.0018,0.0505
"2771","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs245051","OR",-0.0121,0.00201604,0.0944,0.0497
"2772","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2455821","OR",0.013492,0.0022399,0.1169,0.0555
"2773","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2487294","OR",0.018319,0.00222084,-0.0369,0.0514
"2774","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2517887","OR",0.014766,0.00244858,0.0624,0.0587
"2775","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2519093","OR",-0.02116,0.00256189,-0.0138,0.0595
"2776","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2528787","OR",-0.0114,0.00207214,-0.007,0.0513
"2777","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs268","OR",0.226897,0.00739462,0.3248,0.1606
"2778","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs275184","OR",-0.01735,0.00275263,-0.0365,0.0602
"2779","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2761294","OR",0.018868,0.00207431,0.0468,0.05
"2780","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2773469","OR",-0.01887,0.00225426,0.0863,0.055
"2781","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs278981","OR",0.012587,0.00229058,0.0195,0.0572
"2782","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2800713","OR",0.031299,0.00442594,0.3839,0.0883
"2783","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2812208","OR",-0.04843,0.00696323,-0.1382,0.1621
"2784","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs28383314","OR",0.037901,0.00204671,0.132,0.057
"2785","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs28399607","OR",0.033481,0.00450317,-0.1258,0.1166
"2786","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs28481932","OR",0.021732,0.00295687,-0.0544,0.0747
"2787","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs28546518","OR",-0.02507,0.00300879,-0.0314,0.0613
"2788","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs28577186","OR",-0.01634,0.00211672,-0.0545,0.0501
"2789","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs28624578","OR",0.015002,0.00265112,0.085,0.0636
"2790","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs28732146","OR",0.026211,0.0024965,-0.021,0.0626
"2791","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs28752924","OR",0.026556,0.00205701,0.01,0.0544
"2792","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs28873097","OR",0.011114,0.0019917,0.0568,0.048
"2793","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2917677","OR",-0.01899,0.00202531,-0.0535,0.0483
"2794","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2925979","OR",-0.03221,0.00217095,0.0338,0.0512
"2795","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs293561","OR",0.011759,0.00208498,0.074,0.0481
"2796","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2943645","OR",0.040292,0.00207151,0.0363,0.0498
"2797","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2954011","OR",-0.0147,0.00198458,-0.0845,0.0482
"2798","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs296360","OR",-0.01768,0.00267997,-0.042,0.0629
"2799","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2975424","OR",0.017357,0.00253562,-0.0181,0.066
"2800","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs2983896","OR",0.013791,0.00242177,-0.0285,0.061
"2801","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs308","OR",-0.15941,0.00698442,0.0354,0.1397
"2802","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3092744","OR",-0.01429,0.00237015,-0.0567,0.0556
"2803","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3097858","OR",0.019861,0.00338015,0.0529,0.0778
"2804","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3103310","OR",0.020255,0.00236652,-0.0298,0.0642
"2805","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs320369","OR",-0.01253,0.00214567,0.0109,0.0497
"2806","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs325485","OR",-0.01174,0.00204042,-0.0561,0.0504
"2807","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs326222","OR",0.02522,0.00215698,0.0284,0.0509
"2808","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3289","OR",0.154168,0.00606855,-0.1494,0.1752
"2809","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs34144542","OR",-0.03877,0.00379278,-0.0108,0.1003
"2810","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs34196215","OR",-0.01837,0.00292716,0.0281,0.074
"2811","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs34234296","OR",-0.01142,0.00205259,-0.0282,0.0521
"2812","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs343","OR",-0.14149,0.00361052,-0.1618,0.0984
"2813","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs34580448","OR",-0.03406,0.00500944,0.0588,0.1821
"2814","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs34893217","OR",-0.01817,0.00322082,-0.0686,0.0793
"2815","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs350859","OR",0.012456,0.00218434,NA,0.0514
"2816","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs35104374","OR",-0.01558,0.00224523,-0.0753,0.057
"2817","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs35169799","OR",0.055633,0.00405892,0.0894,0.0826
"2818","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs35200015","OR",0.017419,0.00253999,-0.0166,0.0539
"2819","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs35477346","OR",0.013533,0.00216858,-0.0184,0.0519
"2820","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs35502362","OR",-0.01489,0.00208806,0.0602,0.0547
"2821","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs35763453","OR",0.02845,0.00435137,0.0671,0.1264
"2822","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs35859536","OR",-0.01433,0.00213889,3e-04,0.0495
"2823","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs36043408","OR",-0.01281,0.00198554,-0.0121,0.0481
"2824","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs36061954","OR",0.011719,0.00201836,0.0317,0.049
"2825","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3731696","OR",0.021894,0.00303176,0.0208,0.073
"2826","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3738182","OR",0.015142,0.00250405,-0.1768,0.0561
"2827","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3758413","OR",0.011123,0.00201767,-0.0266,0.0487
"2828","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3775228","OR",0.03382,0.00203602,-0.0663,0.049
"2829","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs377742228","OR",-0.02475,0.00361255,0.0805,0.1022
"2830","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3784310","OR",-0.01304,0.00222662,-0.1113,0.0514
"2831","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3794695","OR",0.027882,0.00253733,-0.019,0.0605
"2832","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3808477","OR",-0.01339,0.00220342,0.019,0.0518
"2833","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3814883","OR",0.014893,0.00199657,-0.0177,0.0485
"2834","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3815505","OR",-0.01591,0.00214925,-0.0616,0.0549
"2835","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs38189","OR",-0.01532,0.0020629,0.027,0.0505
"2836","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3820897","OR",0.019727,0.00260304,-0.1937,0.0506
"2837","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3826043","OR",-0.01221,0.00202487,-0.0586,0.0486
"2838","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3829126","OR",0.023053,0.00342538,-0.1092,0.0996
"2839","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3936511","OR",0.046127,0.00252163,-0.0366,0.0699
"2840","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs394872","OR",0.011181,0.00200285,-0.0522,0.0483
"2841","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs3974807","OR",0.015978,0.00253125,0.0444,0.0695
"2842","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs40270","OR",0.035657,0.0023655,0.0333,0.0525
"2843","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4128205","OR",0.011501,0.00199472,0.0033,0.0487
"2844","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs41292412","OR",0.062564,0.00928767,0.3003,0.2469
"2845","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4134963","OR",-0.01895,0.00254235,-0.0603,0.0612
"2846","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs41785","OR",-0.01504,0.00201492,-0.0257,0.0489
"2847","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4382584","OR",0.012943,0.00223541,0.0012,0.0548
"2848","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4387830","OR",0.026943,0.00325469,0.0014,0.0888
"2849","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4391855","OR",0.059373,0.00514323,0.1477,0.1426
"2850","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4445477","OR",-0.0156,0.00229364,-0.0753,0.0593
"2851","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4471666","OR",-0.02246,0.00396699,-0.0768,0.0863
"2852","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4559942","OR",0.013555,0.00237213,-0.0134,0.0628
"2853","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4564007","OR",-0.01231,0.00213163,-0.0129,0.0519
"2854","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4662414","OR",-0.01206,0.0019918,0.0057,0.0489
"2855","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4665972","OR",-0.10025,0.00203577,-0.0657,0.0494
"2856","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4675812","OR",-0.01423,0.00201176,-0.074,0.0492
"2857","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4699983","OR",-0.01333,0.00201466,0.0143,0.0479
"2858","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4709746","OR",-0.01912,0.00293248,-0.1425,0.0873
"2859","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4714001","OR",0.012344,0.00206286,0.0395,0.0504
"2860","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4731701","OR",-0.03258,0.00198921,-0.0692,0.048
"2861","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4760254","OR",-0.02814,0.00232488,-0.0712,0.0565
"2862","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4761234","OR",-0.01402,0.00199376,0.037,0.0487
"2863","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4776793","OR",0.015415,0.00207952,-0.0648,0.0509
"2864","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs478420","OR",0.012795,0.00205182,0.0102,0.05
"2865","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4793090","OR",-0.01442,0.00209638,0.0371,0.0503
"2866","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4803449","OR",-0.01177,0.00207533,0.075,0.0499
"2867","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4804368","OR",-0.01408,0.0020554,-0.0229,0.0529
"2868","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4804833","OR",-0.01607,0.00203604,-0.005,0.0493
"2869","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs480823","OR",0.15572,0.00371974,0.0746,0.0658
"2870","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs483082","OR",0.086212,0.00234474,-0.1747,0.0567
"2871","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4846857","OR",-0.02269,0.00284763,-0.0492,0.0558
"2872","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4909945","OR",0.013411,0.00214205,-0.0036,0.0508
"2873","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4938277","OR",0.018269,0.00222668,-0.0187,0.0517
"2874","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4969179","OR",-0.01775,0.00203649,0.012,0.0524
"2875","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs4976033","OR",0.017791,0.00205178,0.0391,0.0487
"2876","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs498475","OR",-0.01171,0.00206676,-0.0461,0.0502
"2877","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs499293","OR",-0.01179,0.00208902,-0.0289,0.0496
"2878","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs534417","OR",0.01956,0.0029936,0.0698,0.0752
"2879","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs536338","OR",0.014076,0.00222866,0.126,0.0563
"2880","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs540658636","OR",0.032977,0.00528208,0.0125,0.0899
"2881","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs55646464","OR",0.012191,0.00217016,0.0329,0.0486
"2882","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs55692143","OR",0.016815,0.00305383,0.0419,0.0722
"2883","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs55697600","OR",0.068146,0.00515987,0.0792,0.1303
"2884","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs55802560","OR",-0.02082,0.00328673,-0.062,0.0788
"2885","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs55837381","OR",-0.01319,0.00229618,0.0135,0.0625
"2886","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs55951611","OR",-0.03852,0.00479499,0.0292,0.1336
"2887","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs55966194","OR",-0.01785,0.00221245,-0.0402,0.0584
"2888","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs56057635","OR",0.017028,0.00296638,0.0347,0.0817
"2889","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs56242350","OR",-0.04637,0.00701973,0.1034,0.328
"2890","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs56311339","OR",-0.03723,0.00317845,-0.0181,0.0771
"2891","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs563296","OR",0.016475,0.00200224,-0.0282,0.0481
"2892","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs56902258","OR",-0.01514,0.0025129,0.1238,0.0604
"2893","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs56959712","OR",-0.02179,0.00243962,-0.0359,0.0611
"2894","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs5743840","OR",0.037431,0.00636901,-0.3287,0.2856
"2895","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs575623","OR",0.022117,0.00325519,-0.1424,0.0921
"2896","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs58038553","OR",-0.02039,0.00297065,-0.0046,0.0806
"2897","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs581080","OR",0.017543,0.00258442,0.037,0.0679
"2898","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs58542926","OR",-0.10318,0.00378074,0.6008,0.1028
"2899","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs5880","OR",0.040382,0.00434159,0.0403,0.1522
"2900","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs58839393","OR",0.017448,0.00270318,-0.0115,0.065
"2901","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs58895965","OR",0.026745,0.00262051,0.0299,0.067
"2902","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs595767","OR",0.01362,0.00199335,0.0389,0.0479
"2903","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6008191","OR",0.017833,0.00243641,0.1528,0.0669
"2904","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6029125","OR",-0.01817,0.00259978,-0.06,0.0786
"2905","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6068280","OR",0.014001,0.00212981,0.0899,0.0527
"2906","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6073958","OR",0.055695,0.00249344,-0.0273,0.0628
"2907","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6123685","OR",-0.01252,0.00228226,-0.0191,0.0559
"2908","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs612874","OR",0.017932,0.00200123,-0.0959,0.0484
"2909","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs61780049","OR",0.015321,0.00279276,0.0072,0.0751
"2910","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs61785481","OR",0.011121,0.0020225,0.0302,0.0488
"2911","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs618031","OR",-0.01636,0.00205684,-0.0578,0.0496
"2912","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs61821643","OR",0.037388,0.0065763,0.161,0.2657
"2913","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs61830291","OR",0.028748,0.00337913,0.049,0.0755
"2914","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs61885960","OR",-0.03139,0.0044298,0.0623,0.0853
"2915","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs61904855","OR",0.054067,0.00591655,-0.1979,0.1875
"2916","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs61907563","OR",-0.0676,0.00552328,-0.0307,0.0992
"2917","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs61975915","OR",-0.01203,0.00219827,0.0144,0.0553
"2918","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs61993685","OR",-0.02341,0.00373997,0.0969,0.0875
"2919","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs62064941","OR",-0.02908,0.00523486,-0.0528,0.1602
"2920","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs62102718","OR",0.020235,0.00220142,0.0225,0.053
"2921","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs62119319","OR",0.044949,0.00645599,-0.0032,0.2469
"2922","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs62271373","OR",0.041964,0.00426588,0.051,0.118
"2923","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs62397245","OR",0.014994,0.00239634,0.0053,0.0556
"2924","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs62427982","OR",-0.01332,0.00213196,-0.064,0.0498
"2925","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs62463387","OR",0.034381,0.00537378,-0.0039,0.1028
"2926","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs62492368","OR",0.014162,0.00216826,-0.0177,0.0506
"2927","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs62565259","OR",-0.0171,0.00266139,0.0359,0.0704
"2928","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6458869","OR",-0.01782,0.00207516,-0.0147,0.0493
"2929","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6465120","OR",-0.01266,0.00198481,-0.0504,0.0491
"2930","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6494391","OR",-0.01873,0.00239891,0.0138,0.0541
"2931","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6506033","OR",-0.02289,0.00383903,0.004,0.0787
"2932","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6517522","OR",-0.0129,0.00199242,-0.094,0.0497
"2933","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6532798","OR",0.013792,0.00216353,-0.0213,0.0523
"2934","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6562773","OR",-0.01205,0.00201057,0.0087,0.0479
"2935","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6572807","OR",0.012476,0.00224899,-0.1256,0.0539
"2936","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6690181","OR",-0.01411,0.0020781,0.0425,0.0487
"2937","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6700266","OR",-0.01245,0.0020932,-0.0299,0.049
"2938","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6708682","OR",0.012806,0.00210756,0.0462,0.053
"2939","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6708784","OR",-0.01291,0.00198433,-0.0203,0.0479
"2940","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs676210","OR",-0.07352,0.00244968,-0.0043,0.0542
"2941","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6792725","OR",-0.01525,0.00221886,0.0214,0.0488
"2942","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs67981690","OR",0.029923,0.00297454,0.1073,0.0611
"2943","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6800707","OR",0.029885,0.00253832,-0.0298,0.081
"2944","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6805924","OR",0.010968,0.00200571,0.0917,0.0484
"2945","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs684773","OR",0.029113,0.00234718,0.1761,0.0666
"2946","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6865870","OR",0.012336,0.0021888,-0.0117,0.0522
"2947","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6882076","OR",0.033101,0.00206122,-0.094,0.0509
"2948","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6913325","OR",-0.011,0.00199701,0.1221,0.0498
"2949","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs6924805","OR",-0.01116,0.00201991,0.0222,0.0496
"2950","Xie et al","@xie_associations_2023","10.1002/hep.32728","T2DM","NAFLD","rs696825","OR",-0.02028,0.00228763,-0.0593,0.0513
